(-996898988, -1)
(-996876429, 1)
(-996868670, -1)
(-996858401, -1)
(-996843254, -1)
(-996832573, -1)
(-996809072, -1)
(-996798827, -1)
(-996793575, -1)
(-996782690, -1)
(-996766381, -1)
(-996760055, -1)
(-996756328, -1)
(-996739189, 0)
(-996728761, -1)
(-996723421, -1)
(-996713540, -1)
(-996679900, -1)
(-996656555, -1)
(-996646250, 0)
(-996644874, 0)
(-996632924, -1)
(-996630041, -1)
(-996626514, -1)
(-996600959, -1)
(-996583279, -1)
(-996570950, -1)
(-996567062, -1)
(-996557276, -1)
(-996553377, -1)
(-996545761, -1)
(-996544180, -1)
(-996521506, 0)
(-996506291, -1)
(-996464182, -1)
(-996435532, -1)
(-996417874, -1)
(-996413279, -1)
(-996383804, -1)
(-996354396, -1)
(-996315680, -1)
(-996315600, -1)
(-996293266, -1)
(-996247363, -1)
(-996241574, -1)
(-996227656, -1)
(-996214053, -1)
(-996211103, -1)
(-996195188, -1)
(-996187675, -1)
(-996172025, -1)
(-996166058, -1)
(-996162570, -1)
(-996159907, -1)
(-996146756, -1)
(-996129199, -1)
(-996128301, -1)
(-996104809, -1)
(-996095316, -1)
(-996066794, -1)
(-996058367, -1)
(-996051909, -1)
(-996041333, -1)
(-996004595, -1)
(-995989331, -1)
(-995986332, -1)
(-995944250, -1)
(-995922670, -1)
(-995920085, -1)
(-995885655, 0)
(-995870837, -1)
(-995870574, -1)
(-995842398, -1)
(-995833322, -1)
(-995821256, -1)
(-995804726, -1)
(-995800129, -1)
(-995798140, 0)
(-995740860, -1)
(-995732558, -1)
(-995684428, -1)
(-995665370, -1)
(-995650717, -1)
(-995628418, -1)
(-995625024, -1)
(-995606746, -1)
(-995501897, -1)
(-995491354, -1)
(-995478354, -1)
(-995474904, -1)
(-995461209, -1)
(-995453501, -1)
(-995410733, -1)
(-995396577, -1)
(-995385998, -1)
(-995359689, -1)
(-995351616, -1)
(-995331395, -1)
(-995301675, -1)
(-995277037, -1)
(-995219595, -1)
(-995205542, -1)
(-995202435, -1)
(-995194402, -1)
(-995179346, -1)
(-995174046, -1)
(-995152168, 0)
(-995148146, -1)
(-995142192, -1)
(-995136879, -1)
(-995116785, -1)
(-995086481, -1)
(-995075758, -1)
(-995064050, -1)
(-995039286, -1)
(-995027937, -1)
(-995019370, 0)
(-995003473, -1)
(-994994253, -1)
(-994989532, -1)
(-994979957, -1)
(-994965657, -1)
(-994963141, -1)
(-994959905, -1)
(-994932694, -1)
(-994932581, 0)
(-994918273, -1)
(-994897666, -1)
(-994813324, -1)
(-994789091, 0)
(-994761870, 0)
(-994760412, -1)
(-994754344, -1)
(-994752122, -1)
(-994748302, -1)
(-994722603, -1)
(-994721388, -1)
(-994705323, -1)
(-994694475, -1)
(-994681064, 0)
(-994673050, -1)
(-994647139, 0)
(-994634923, -1)
(-994633610, -1)
(-994616636, -1)
(-994568138, -1)
(-994563486, 0)
(-994561017, -1)
(-994555990, -1)
(-994546532, -1)
(-994534809, 0)
(-994504043, -1)
(-994499551, -1)
(-994492198, -1)
(-994487019, -1)
(-994486905, -1)
(-994459667, -1)
(-994455598, -1)
(-994455202, -1)
(-994450944, -1)
(-994441040, -1)
(-994426285, -1)
(-994405046, -1)
(-994374596, -1)
(-994367359, -1)
(-994362244, -1)
(-994353516, 0)
(-994288900, -1)
(-994277175, -1)
(-994265674, -1)
(-994243232, -1)
(-994220598, -1)
(-994211712, -1)
(-994202930, -1)
(-994201444, -1)
(-994194083, -1)
(-994175083, -1)
(-994109131, -1)
(-994102467, -1)
(-994073555, -1)
(-994059367, -1)
(-994047245, -1)
(-994037583, -1)
(-994032611, -1)
(-994026630, -1)
(-994016266, -1)
(-994016213, -1)
(-993999873, -1)
(-993992486, -1)
(-993992004, -1)
(-993960793, -1)
(-993959639, -1)
(-993951249, -1)
(-993944341, -1)
(-993937390, 0)
(-993923875, -1)
(-993878619, -1)
(-993876206, -1)
(-993862733, -1)
(-993859446, 0)
(-993853046, -1)
(-993827518, -1)
(-993803164, -1)
(-993787776, -1)
(-993773271, -1)
(-993753080, -1)
(-993727949, -1)
(-993711176, -1)
(-993688831, -1)
(-993686587, -1)
(-993639535, -1)
(-993638134, -1)
(-993631940, -1)
(-993629047, -1)
(-993627846, -1)
(-993595985, -1)
(-993587652, -1)
(-993547825, -1)
(-993518424, -1)
(-993512015, -1)
(-993491177, -1)
(-993484453, -1)
(-993475609, -1)
(-993471393, -1)
(-993469179, -1)
(-993464544, -1)
(-993424508, -1)
(-993424221, -1)
(-993411717, -1)
(-993405468, -1)
(-993397992, -1)
(-993397991, -1)
(-993393282, -1)
(-993389818, -1)
(-993361689, -1)
(-993322157, -1)
(-993320450, -1)
(-993317602, -1)
(-993301304, -1)
(-993258780, -1)
(-993240519, -1)
(-993197101, -1)
(-993196990, -1)
(-993182280, -1)
(-993171055, -1)
(-993139436, -1)
(-993133230, -1)
(-993112757, -1)
(-993092719, -1)
(-993070822, -1)
(-993068423, -1)
(-993056105, -1)
(-993017986, -1)
(-993000156, -1)
(-992999794, -1)
(-992991704, -1)
(-992975833, -1)
(-992951395, -1)
(-992932310, -1)
(-992929432, -1)
(-992924620, -1)
(-992918771, -1)
(-992904515, -1)
(-992895693, -1)
(-992886930, -1)
(-992843301, -1)
(-992819725, -1)
(-992807656, -1)
(-992801458, -1)
(-992778882, -1)
(-992763199, -1)
(-992742557, -1)
(-992732256, -1)
(-992732159, -1)
(-992717394, -1)
(-992709665, -1)
(-992701660, -1)
(-992696313, -1)
(-992683965, -1)
(-992675914, -1)
(-992672949, -1)
(-992662177, -1)
(-992652197, -1)
(-992646173, -1)
(-992644853, -1)
(-992616356, -1)
(-992611348, -1)
(-992602004, -1)
(-992583950, -1)
(-992554173, -1)
(-992545600, 0)
(-992520744, -1)
(-992520301, -1)
(-992515865, -1)
(-992515435, -1)
(-992496741, -1)
(-992478350, -1)
(-992467913, -1)
(-992454573, -1)
(-992450605, -1)
(-992441909, -1)
(-992415351, -1)
(-992397256, -1)
(-992395527, -1)
(-992386490, -1)
(-992382346, -1)
(-992350101, -1)
(-992333402, -1)
(-992316780, -1)
(-992313625, -1)
(-992304198, -1)
(-992296090, -1)
(-992277674, -1)
(-992226249, -1)
(-992179108, -1)
(-992178227, -1)
(-992169301, 0)
(-992168439, -1)
(-992151030, -1)
(-992146900, -1)
(-992122528, -1)
(-992112542, -1)
(-992094866, -1)
(-992088080, -1)
(-992081109, -1)
(-992072186, -1)
(-992063721, -1)
(-992058528, -1)
(-992053605, -1)
(-992051527, -1)
(-992041768, -1)
(-992019535, -1)
(-992015551, -1)
(-992010475, -1)
(-991990907, -1)
(-991972399, -1)
(-991958713, -1)
(-991958309, -1)
(-991934959, 0)
(-991927888, -1)
(-991924950, -1)
(-991911974, -1)
(-991910010, -1)
(-991879549, -1)
(-991877220, -1)
(-991862898, -1)
(-991845004, -1)
(-991842213, -1)
(-991803741, -1)
(-991796089, -1)
(-991789251, -1)
(-991788872, -1)
(-991750772, 0)
(-991745535, -1)
(-991734907, -1)
(-991703719, -1)
(-991692407, 0)
(-991675153, -1)
(-991672845, -1)
(-991671358, -1)
(-991641014, -1)
(-991628482, -1)
(-991607043, -1)
(-991573365, -1)
(-991558113, -1)
(-991556077, -1)
(-991552460, -1)
(-991548152, -1)
(-991530998, -1)
(-991521514, -1)
(-991481143, -1)
(-991463120, -1)
(-991459551, -1)
(-991441520, -1)
(-991429449, -1)
(-991428574, -1)
(-991418711, -1)
(-991412169, -1)
(-991397970, -1)
(-991388656, -1)
(-991366708, -1)
(-991350127, -1)
(-991342582, -1)
(-991316019, -1)
(-991313508, -1)
(-991299597, -1)
(-991286527, -1)
(-991278526, -1)
(-991256548, -1)
(-991253872, -1)
(-991244923, -1)
(-991199902, -1)
(-991177153, -1)
(-991176354, -1)
(-991159264, -1)
(-991157419, -1)
(-991152247, -1)
(-991145556, -1)
(-991138434, -1)
(-991130196, -1)
(-991109397, -1)
(-991072676, -1)
(-991059841, -1)
(-991042450, -1)
(-991039116, -1)
(-991028670, -1)
(-991028222, -1)
(-991012240, -1)
(-991000488, -1)
(-990997609, -1)
(-990991538, -1)
(-990961292, -1)
(-990950854, -1)
(-990947156, -1)
(-990914171, -1)
(-990912338, -1)
(-990908312, -1)
(-990893413, -1)
(-990887915, -1)
(-990870866, -1)
(-990834405, -1)
(-990820937, -1)
(-990808917, -1)
(-990802421, -1)
(-990764046, -1)
(-990744716, -1)
(-990732444, -1)
(-990720579, -1)
(-990716971, -1)
(-990702264, -1)
(-990677176, -1)
(-990674923, 0)
(-990656047, -1)
(-990634416, -1)
(-990631159, -1)
(-990622325, -1)
(-990613189, -1)
(-990605640, -1)
(-990603641, -1)
(-990600397, -1)
(-990553474, 0)
(-990553008, -1)
(-990523742, -1)
(-990521007, -1)
(-990518690, -1)
(-990517945, -1)
(-990507557, -1)
(-990501725, -1)
(-990484374, -1)
(-990478702, -1)
(-990467352, -1)
(-990462214, -1)
(-990460817, -1)
(-990436324, -1)
(-990434867, -1)
(-990434062, -1)
(-990432217, -1)
(-990423565, -1)
(-990418858, -1)
(-990412793, -1)
(-990380438, -1)
(-990366516, -1)
(-990335959, -1)
(-990329486, -1)
(-990327674, -1)
(-990316315, -1)
(-990304056, -1)
(-990284907, -1)
(-990260999, 0)
(-990258431, -1)
(-990258157, -1)
(-990233591, -1)
(-990191629, -1)
(-990183981, -1)
(-990180847, -1)
(-990157490, 0)
(-990140542, -1)
(-990112181, -1)
(-990094018, -1)
(-990078203, -1)
(-990068225, -1)
(-990064587, -1)
(-990063554, 0)
(-990062063, -1)
(-990025185, -1)
(-990024896, -1)
(-990000543, -1)
(-989985630, -1)
(-989971587, -1)
(-989967940, -1)
(-989967425, -1)
(-989942844, -1)
(-989930865, -1)
(-989927599, -1)
(-989867243, -1)
(-989851891, -1)
(-989839222, -1)
(-989834307, -1)
(-989833365, -1)
(-989826097, 0)
(-989813484, -1)
(-989780215, -1)
(-989772939, -1)
(-989772039, -1)
(-989771545, -1)
(-989752716, -1)
(-989745150, -1)
(-989744432, -1)
(-989739150, 0)
(-989711900, -1)
(-989709070, -1)
(-989690025, -1)
(-989679131, -1)
(-989655228, -1)
(-989651476, 0)
(-989642205, -1)
(-989637822, -1)
(-989597782, -1)
(-989588316, -1)
(-989542756, -1)
(-989516037, -1)
(-989489912, -1)
(-989489662, -1)
(-989474702, -1)
(-989470120, -1)
(-989457270, -1)
(-989414833, 0)
(-989411938, -1)
(-989383521, -1)
(-989367129, -1)
(-989365716, -1)
(-989361700, -1)
(-989360057, -1)
(-989342093, -1)
(-989339478, -1)
(-989329059, -1)
(-989324151, -1)
(-989317113, -1)
(-989315134, -1)
(-989275840, -1)
(-989270341, -1)
(-989267330, -1)
(-989264684, -1)
(-989239430, -1)
(-989238804, -1)
(-989235799, -1)
(-989196590, -1)
(-989194408, -1)
(-989157408, -1)
(-989146045, -1)
(-989123558, -1)
(-989115156, -1)
(-989081945, -1)
(-989063859, -1)
(-989054703, -1)
(-989052559, -1)
(-989016353, -1)
(-989004943, -1)
(-989000312, -1)
(-988997651, -1)
(-988988598, 0)
(-988971703, -1)
(-988964282, -1)
(-988952187, -1)
(-988932843, -1)
(-988923679, -1)
(-988922262, -1)
(-988918484, -1)
(-988899429, -1)
(-988890545, -1)
(-988860047, -1)
(-988853549, -1)
(-988841899, 0)
(-988786823, -1)
(-988778113, -1)
(-988769398, -1)
(-988768188, -1)
(-988763057, -1)
(-988760072, -1)
(-988758595, -1)
(-988755977, -1)
(-988749668, -1)
(-988726754, -1)
(-988713582, -1)
(-988709590, -1)
(-988688206, -1)
(-988686953, -1)
(-988686920, -1)
(-988657862, -1)
(-988649886, -1)
(-988646419, -1)
(-988628528, -1)
(-988602900, -1)
(-988537165, -1)
(-988527732, -1)
(-988526663, -1)
(-988498597, -1)
(-988497325, -1)
(-988473084, -1)
(-988464342, -1)
(-988456659, -1)
(-988456012, -1)
(-988412449, -1)
(-988364512, 0)
(-988352265, -1)
(-988348013, -1)
(-988342907, -1)
(-988342407, -1)
(-988320605, -1)
(-988311466, -1)
(-988270274, -1)
(-988263413, 0)
(-988256401, -1)
(-988252002, -1)
(-988228929, -1)
(-988223226, -1)
(-988192479, -1)
(-988180023, -1)
(-988166187, -1)
(-988150984, 0)
(-988128582, -1)
(-988127211, -1)
(-988119597, -1)
(-988094372, -1)
(-988092708, -1)
(-988086930, -1)
(-988075582, -1)
(-988072134, -1)
(-988069789, -1)
(-988065312, -1)
(-988055410, -1)
(-988049467, 1)
(-988042247, -1)
(-988038134, -1)
(-988020474, -1)
(-988016228, -1)
(-987972178, -1)
(-987952149, -1)
(-987932065, -1)
(-987918124, -1)
(-987917975, -1)
(-987915356, -1)
(-987906553, -1)
(-987894948, -1)
(-987893792, -1)
(-987887683, -1)
(-987842640, -1)
(-987835698, -1)
(-987829730, -1)
(-987792632, -1)
(-987749940, -1)
(-987737907, 0)
(-987713776, -1)
(-987704849, -1)
(-987692633, -1)
(-987683936, -1)
(-987676586, -1)
(-987674854, -1)
(-987659150, -1)
(-987646276, 0)
(-987635869, -1)
(-987631310, -1)
(-987622891, -1)
(-987621664, 0)
(-987588423, -1)
(-987581791, -1)
(-987581259, -1)
(-987574969, 0)
(-987574543, -1)
(-987572340, -1)
(-987508893, -1)
(-987493922, 0)
(-987485220, -1)
(-987478632, -1)
(-987468696, -1)
(-987435067, -1)
(-987431595, -1)
(-987408253, -1)
(-987397548, -1)
(-987394715, -1)
(-987390841, -1)
(-987359134, 0)
(-987329274, -1)
(-987305344, -1)
(-987292225, -1)
(-987282799, -1)
(-987272141, -1)
(-987244887, -1)
(-987240560, -1)
(-987230254, -1)
(-987222563, -1)
(-987219842, 0)
(-987219075, -1)
(-987213774, -1)
(-987190166, -1)
(-987187356, -1)
(-987182756, -1)
(-987174391, -1)
(-987164810, -1)
(-987130859, -1)
(-987111075, -1)
(-987086988, -1)
(-987047433, -1)
(-987032860, -1)
(-987024725, -1)
(-987016041, -1)
(-987010197, -1)
(-986998865, -1)
(-986992936, -1)
(-986990807, -1)
(-986978759, 0)
(-986959392, -1)
(-986956647, -1)
(-986955626, -1)
(-986953915, -1)
(-986934130, -1)
(-986901771, -1)
(-986893620, -1)
(-986884173, -1)
(-986880646, -1)
(-986870484, -1)
(-986853550, -1)
(-986849596, -1)
(-986825140, -1)
(-986814138, -1)
(-986774603, -1)
(-986752573, -1)
(-986730240, -1)
(-986717866, -1)
(-986698896, -1)
(-986692011, -1)
(-986690019, -1)
(-986675880, -1)
(-986651130, -1)
(-986612304, 0)
(-986607612, -1)
(-986598745, -1)
(-986581690, -1)
(-986577922, -1)
(-986565190, -1)
(-986536741, -1)
(-986532623, -1)
(-986496908, -1)
(-986496276, -1)
(-986479949, -1)
(-986472961, -1)
(-986471005, -1)
(-986468143, 0)
(-986466618, -1)
(-986452475, -1)
(-986447065, -1)
(-986439266, -1)
(-986424847, -1)
(-986403911, -1)
(-986398477, -1)
(-986384652, -1)
(-986379430, -1)
(-986329316, -1)
(-986327376, -1)
(-986321641, -1)
(-986300658, -1)
(-986296405, -1)
(-986291727, -1)
(-986290817, -1)
(-986287351, -1)
(-986280691, -1)
(-986247202, -1)
(-986246893, -1)
(-986239485, -1)
(-986233452, -1)
(-986226435, -1)
(-986224469, -1)
(-986223744, -1)
(-986214806, -1)
(-986205680, 0)
(-986185269, -1)
(-986178132, -1)
(-986165448, -1)
(-986144404, -1)
(-986142229, 0)
(-986118032, -1)
(-986104419, 0)
(-986048384, -1)
(-986022131, -1)
(-986001481, -1)
(-985999672, -1)
(-985988373, -1)
(-985966017, -1)
(-985964315, -1)
(-985954147, -1)
(-985939712, -1)
(-985916194, -1)
(-985905290, -1)
(-985883432, -1)
(-985880300, -1)
(-985876381, -1)
(-985871304, -1)
(-985864309, -1)
(-985851998, -1)
(-985851822, -1)
(-985841253, -1)
(-985840344, -1)
(-985830455, -1)
(-985809330, -1)
(-985801405, -1)
(-985769600, -1)
(-985759305, -1)
(-985692692, -1)
(-985676414, -1)
(-985655788, 0)
(-985654286, -1)
(-985651233, -1)
(-985617814, -1)
(-985611024, -1)
(-985608494, -1)
(-985589740, -1)
(-985581231, -1)
(-985574934, -1)
(-985563018, -1)
(-985545433, 0)
(-985529046, -1)
(-985527620, -1)
(-985499277, -1)
(-985490407, -1)
(-985489928, -1)
(-985486200, -1)
(-985456031, -1)
(-985451174, -1)
(-985447868, -1)
(-985430994, 0)
(-985412312, 0)
(-985403176, -1)
(-985395530, -1)
(-985393742, -1)
(-985331488, 0)
(-985327837, -1)
(-985307591, 0)
(-985307510, -1)
(-985288772, -1)
(-985280848, -1)
(-985277481, -1)
(-985274946, -1)
(-985274795, -1)
(-985271084, -1)
(-985266460, -1)
(-985251024, -1)
(-985249842, -1)
(-985215887, -1)
(-985175631, 0)
(-985126883, -1)
(-985124068, 0)
(-985112091, -1)
(-985099583, -1)
(-985093438, -1)
(-985077313, -1)
(-985075743, -1)
(-985065658, 0)
(-985023187, -1)
(-985013128, -1)
(-984983231, -1)
(-984964261, -1)
(-984955647, -1)
(-984951557, 0)
(-984936579, -1)
(-984934070, -1)
(-984930450, -1)
(-984927089, -1)
(-984926465, -1)
(-984908851, -1)
(-984905562, -1)
(-984902578, -1)
(-984888699, -1)
(-984882315, -1)
(-984881725, -1)
(-984852961, -1)
(-984843317, -1)
(-984836184, -1)
(-984815339, -1)
(-984764283, -1)
(-984761051, -1)
(-984759697, -1)
(-984758576, -1)
(-984750638, -1)
(-984748480, -1)
(-984729173, -1)
(-984721588, -1)
(-984720931, -1)
(-984716300, -1)
(-984712200, -1)
(-984705743, -1)
(-984705290, -1)
(-984697777, -1)
(-984690186, -1)
(-984687060, 0)
(-984683786, -1)
(-984649288, -1)
(-984646660, -1)
(-984615813, -1)
(-984601574, -1)
(-984590271, -1)
(-984576069, -1)
(-984575664, -1)
(-984540295, -1)
(-984535979, -1)
(-984524033, -1)
(-984518067, -1)
(-984494190, -1)
(-984490372, -1)
(-984490251, -1)
(-984480284, -1)
(-984472992, -1)
(-984470117, -1)
(-984466580, -1)
(-984451623, -1)
(-984447028, -1)
(-984424273, 0)
(-984399501, -1)
(-984394020, -1)
(-984391291, -1)
(-984360264, -1)
(-984315027, -1)
(-984313909, 0)
(-984293648, -1)
(-984289337, -1)
(-984268963, -1)
(-984249171, -1)
(-984247560, -1)
(-984182575, -1)
(-984179205, -1)
(-984174470, -1)
(-984168150, -1)
(-984166056, -1)
(-984122310, -1)
(-984119102, -1)
(-984118737, -1)
(-984115164, -1)
(-984112934, -1)
(-984099199, -1)
(-984083301, -1)
(-984063574, -1)
(-984028979, -1)
(-984021457, -1)
(-984013102, -1)
(-984004183, -1)
(-984001255, -1)
(-983999015, -1)
(-983998434, -1)
(-983993899, -1)
(-983965610, -1)
(-983949890, -1)
(-983932328, -1)
(-983924527, -1)
(-983855403, -1)
(-983813044, -1)
(-983773354, -1)
(-983752123, -1)
(-983746821, -1)
(-983732561, -1)
(-983715678, -1)
(-983713493, -1)
(-983710876, -1)
(-983691686, -1)
(-983655454, -1)
(-983655042, -1)
(-983640756, -1)
(-983637084, -1)
(-983622022, -1)
(-983568623, -1)
(-983550486, -1)
(-983535156, -1)
(-983497351, -1)
(-983496484, -1)
(-983457326, -1)
(-983454528, 0)
(-983445749, -1)
(-983432155, -1)
(-983424148, -1)
(-983383595, -1)
(-983382016, -1)
(-983377245, -1)
(-983363508, -1)
(-983323461, -1)
(-983305911, -1)
(-983303866, -1)
(-983297979, -1)
(-983265092, -1)
(-983228616, -1)
(-983224098, -1)
(-983202000, -1)
(-983149340, -1)
(-983133891, -1)
(-983125771, -1)
(-983076898, -1)
(-983063433, -1)
(-983057870, -1)
(-983012528, -1)
(-983007717, -1)
(-982975492, -1)
(-982935527, -1)
(-982912225, -1)
(-982890778, -1)
(-982870696, -1)
(-982863432, -1)
(-982833938, -1)
(-982820302, -1)
(-982819105, 0)
(-982812511, -1)
(-982763460, -1)
(-982756470, -1)
(-982745428, 0)
(-982744535, -1)
(-982735179, -1)
(-982721524, -1)
(-982721012, -1)
(-982713133, -1)
(-982710647, -1)
(-982707412, -1)
(-982706977, -1)
(-982706695, -1)
(-982669995, -1)
(-982662844, -1)
(-982640011, 0)
(-982610974, -1)
(-982601228, -1)
(-982544525, 0)
(-982543255, -1)
(-982537287, -1)
(-982525577, -1)
(-982506181, -1)
(-982497270, -1)
(-982474236, -1)
(-982467813, -1)
(-982461791, -1)
(-982411774, -1)
(-982403972, -1)
(-982374665, -1)
(-982367918, -1)
(-982363864, -1)
(-982345102, -1)
(-982321309, -1)
(-982308889, -1)
(-982296598, -1)
(-982284753, 0)
(-982259150, -1)
(-982256665, -1)
(-982229092, -1)
(-982220909, -1)
(-982219706, -1)
(-982218534, -1)
(-982214064, -1)
(-982209677, -1)
(-982209523, -1)
(-982194588, -1)
(-982184813, -1)
(-982174846, -1)
(-982168299, -1)
(-982166929, -1)
(-982161542, -1)
(-982144795, -1)
(-982140550, -1)
(-982098035, -1)
(-982095391, -1)
(-982076595, -1)
(-982075593, -1)
(-982064040, -1)
(-982060870, -1)
(-982056461, 1)
(-982051287, -1)
(-981974753, -1)
(-981966631, 0)
(-981962964, -1)
(-981937749, -1)
(-981905013, -1)
(-981904490, -1)
(-981886972, -1)
(-981876348, -1)
(-981829702, -1)
(-981826168, -1)
(-981799184, -1)
(-981783602, -1)
(-981782409, -1)
(-981769633, -1)
(-981766174, -1)
(-981759264, -1)
(-981736616, -1)
(-981698974, -1)
(-981696284, -1)
(-981680421, -1)
(-981658346, -1)
(-981632118, -1)
(-981608306, -1)
(-981605174, -1)
(-981570681, -1)
(-981560146, -1)
(-981544247, -1)
(-981529745, 0)
(-981527165, -1)
(-981520547, -1)
(-981504217, -1)
(-981499601, -1)
(-981494070, -1)
(-981490961, -1)
(-981480667, -1)
(-981471639, -1)
(-981463448, -1)
(-981458048, 0)
(-981430921, -1)
(-981411981, -1)
(-981396387, -1)
(-981384689, -1)
(-981382538, -1)
(-981370160, -1)
(-981367934, 0)
(-981358154, -1)
(-981322933, -1)
(-981322514, -1)
(-981319485, -1)
(-981313668, -1)
(-981287232, -1)
(-981255739, -1)
(-981215444, -1)
(-981206044, -1)
(-981181953, -1)
(-981170778, -1)
(-981166371, -1)
(-981159515, -1)
(-981135622, -1)
(-981134172, -1)
(-981128968, -1)
(-981128850, -1)
(-981087037, -1)
(-981086245, -1)
(-981063206, -1)
(-981062062, -1)
